Datums;Valsts;14DienuKumulativaIncidence;Izcelosana;Pasizolacija;PersIrVakcParslSert_PasizolacijaLatvija;PersIrVakcParslSert_TestsPirmsIebrauksanasLV;PersIrVakcParslSert_TestsPecIebrauksanasLV;CitasPersonas_PasizolacijaLatvija;CitasPersonas_TestsPirmsIebrauksanasLV;CitasPersonas_TestsPecIebrauksanasLV
2020.08.14.;Spānija;110.6;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Rumānija;87.8;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Malta;84.1;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Andora;77.5;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Monako;72.5;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Beļģija;58.7;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Sanmarīno;58.1;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Nīderlande;41.6;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Bulgārija;37.8;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Zviedrija;36.7;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Francija;34;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Islande;29.1;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Čehija;28.7;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Šveice;27.8;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Portugāle;26.1;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Dānija;25.6;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Kipra;25.2;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Polija;24.9;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Horvātija;24;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Austrija;19.4;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Grieķija;18.5;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Īrija;18.4;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Apvienotā Karaliste;17.3;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.14.;Vācija;15.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Norvēģija;11.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Lietuva;9.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Slovēnija;9.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Igaunija;9.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Slovākija;8.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Itālija;8.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Lihtenšteina;5.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Somija;4.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Latvija;4.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Ungārija;3.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Kanāda;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Gruzija;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Japāna;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Jaunzēlande;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Ruanda;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Dienvidkoreja;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Taizeme;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Tunisija;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Urugvaja;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.14.;Citas valstis;...;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no  valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Spānija;145;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Malta;114.3;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Andora;105;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Luksemburga;91.9;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Rumānija;87.9;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Monako;66.5;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Beļģija;54.5;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Francija;51;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Horvātija;47.2;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Nīderlande;46.3;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Zviedrija;37.6;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Šveice;34;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Austrija;33;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Čehija;31;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Islande;30.3;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Dānija;30.1;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Bulgārija;30;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Lihtenšteina;28.7;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Portugāle;28.5;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Īrija;26.6;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Grieķija;26.2;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Polija;26;"Nopietns sabiedrības veselības
apdraudējums. Rekomendēts nebraukt";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Kipra;21.3;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Apvienotā Karaliste;21.2;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Vācija;16.5;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Slovēnija;15;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Norvēģija;14.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Lietuva;12.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Itālija;11.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Slovākija;11.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Sanmarīno;8.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Igaunija;7.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Somija;5.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Ungārija;4.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Latvija;2.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Austrālija;16-25;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.21.;Kanāda;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Gruzija;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Japāna;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Jaunzēlande;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Ruanda;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Dienvidkoreja;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Taizeme;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Tunisija;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Urugvaja;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.21.;Citas valstis;...;Rekomendēts nebraukt;14 dienas pēc izbraukšanas no  valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Spānija;196.4;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Andora;153.6;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Malta;116.1;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Luksemburga;102.3***;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Rumānija;85.1;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Monako;78.6;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Horvātija;77.1;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Francija;75.1;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Beļģija;47.7;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Nīderlande;42.9;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Šveice;42;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Austrija;41.2;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Lihtenšteina;39.1;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Čehija;36.6;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Zviedrija;31.9;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Islande;31.1;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Īrija;31.1;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Portugāle;30.4;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Grieķija;29.4;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Polija;26.9;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Bulgārija;26.3;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Dānija;24.3;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Apvienotā Karaliste;23.2;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Vācija;20.9;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Kipra;20.4;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Slovēnija;20.3;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Itālija;19.4;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Slovākija;16.3;Izvērtēt brauciena nepieciešamību;14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.08.28.;Lietuva;15.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Norvēģija;13.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Igaunija;11.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Somija;6.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Ungārija;5.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Latvija;3.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Sanmarīno;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Austrālija;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Kanāda;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Gruzija;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Japāna;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Jaunzēlande;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Ruanda;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Dienvidkoreja;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Taizeme;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Tunisija;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Urugvaja ;<16;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.08.28.;Citas sarakstā neminētas valstis;;Nopietns sabiedrības veselības apdraudējums. Rekomendēts nebraukt;14 dienas pēc izbraukšanas no  valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.09.04.;Spānija;235.6;"Nedoties, ja nav īpašas nepieciešamības/aizliegti tieši
starptautiskie pasažieru pārvadājumi";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.09.04.;Andora;229.7;"Nedoties, ja nav īpašas nepieciešamības/aizliegti tieši
starptautiskie pasažieru pārvadājumi";14 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.09.04.;Monako;123.9;"Nedoties, ja nav īpašas nepieciešamības/aizliegti tieši
starptautiskie pasažieru pārvadājumi";"14 dienas pēc izbraukšanas no valsts
vai valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
