Datums;Valsts;14DienuKumulativaIncidence;Izcelosana;Pasizolacija;PersIrVakcParslSert_PasizolacijaLatvija;PersIrVakcParslSert_TestsPirmsIebrauksanasLV;PersIrVakcParslSert_TestsPecIebrauksanasLV;CitasPersonas_PasizolacijaLatvija;CitasPersonas_TestsPirmsIebrauksanasLV;CitasPersonas_TestsPecIebrauksanasLV
2021.07.30.;Īrija;304.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Francija;269.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Luksemburga;223.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Dānija;209.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Islande;172.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Beļģija;171.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Lietuva;101.9*****;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Šveice;100.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Somija;88.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Itālija;77.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Igaunija;76.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Sanmarīno;69.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Lihtenšteina;56.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Austrija;51.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Norvēģija;47.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Horvātija;44.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Zviedrija;43.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Slovēnija;39.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Latvija;30.5;;…;;;;;;
2021.07.30.;Čehija;26.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Vācija;24.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Bulgārija;17.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Slovākija;13.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Ungārija;7.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Rumānija;5.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Polija;3.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Vatikāns;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;"Citas sarakstos
neminētas visas pasaules valstis";;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.30.;Apvienotā Karaliste;847.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;ASV;177.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.30.;Izraēla;175.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.30.;Melnkalne;103.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.30.;Libāna;100.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.30.;Armēnija;82.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.30.;Jordānija;82.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.30.;Katara;63.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Saūda Arābija;48.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;D-Koreja;41;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Japāna;40.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Serbija;37;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Azerbaidžāna;31.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Moldova;28.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Singapūra;25.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Ukraina;17;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Kanāda;16.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Ziemeļmaķedonija;13.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Bosnija un Hercogovina;9.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Albānija;9.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Kosova$;8.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Bruneja;8.2;"Ievērot standarta
piesardzību";…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Austrālija;7.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Jaunzēlande;2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Makao īpašās pārvaldes apgabals;0.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Honkongas īpašās pārvaldes apgabals;0.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Kipra;1241.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Spānija;720.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Monako;519.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Andora;509.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Francija;414.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Nīderlande;399.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Islande;385.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Portugāle;384.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Īrija;354.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Malta;354.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Grieķija;350.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Dānija;198.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Beļģija;186.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Luksemburga;177.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Sanmarīno;148;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Igaunija;142.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Lietuva;133.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Somija;129.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Itālija;113.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Šveice;113.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Norvēģija;67.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Austrija;65;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Zviedrija;59.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Slovēnija;57.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Horvātija;53.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Lihtenšteina;51.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Latvija;38.8;;;;;;;;
2021.08.06.;Vācija;32.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Bulgārija;31.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Čehija;23.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Slovākija;17;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Rumānija;9.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Ungārija;8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Polija;4.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Vatikāns;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Citas sarakstos neminētas visas pasaules valstis;;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;Apvienotā Karaliste;656.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.06.;Izraēla;290.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;ASV;269.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;Melnkalne;225.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;Libāna;108.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;Jordānija;105;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;Armēnija;99.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;Katara;78.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.06.;Japāna;69.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Azerbaidžāna;58.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Serbija;52.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Saūda Arābija;49.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;D-Koreja;42.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Moldova;38.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Singapūra;34.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Kosova$;33.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Ziemeļmaķedonija;25.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Ukraina;19.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Kanāda;18.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Bosnija un Hercogovina;15.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Albānija;15.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Bruneja;10.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Austrālija;9.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Jaunzēlande;8.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Taivāna;1.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Makao īpašās pārvaldes apgabals;1.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.06.;Honkongas īpašās pārvaldes apgabals;0.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Kipra;930.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Spānija;603.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Monako;512.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Francija;462.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Islande;438.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Andora;392.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Īrija;392.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Grieķija;357.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Portugāle;324.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Nīderlande;244.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Sanmarīno;226.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Dānija;213.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Malta;207.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Igaunija;203.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Beļģija;202.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Lietuva;202.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Somija;167.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Šveice;147.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Luksemburga;135.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Itālija;132.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Norvēģija;94.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Zviedrija;78.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Austrija;77.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Slovēnija;76;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Lihtenšteina;69.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Bulgārija;62.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Horvātija;60.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Latvija;49.3;;…;;;;;;
2021.08.13.;Vācija;42.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Čehija;22.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Slovākija;14.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Rumānija;14.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Ungārija;7.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Polija;5.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Vatikāns;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Citas sarakstos neminētas visas pasaules valstis;;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Apvienotā Karaliste;582.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.08.13.;Izraēla;518.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Melnkalne;416.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;ASV;398.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Libāna;239.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Japāna;127.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Kosova;121.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Jordānija;117.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Armēnija;114.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Azerbaidžāna;112.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Katara;93.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Ziemeļmaķedonija;93.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Serbija;80.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.08.13.;Moldova;49.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Saūda Arābija;44.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;D-Koreja;43.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Kanāda;39.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Albānija;37.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Singapūra;26.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Bosnija un Hercogovina;25.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Ukraina;24.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Austrālija;13.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Bruneja;12.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Taivāna;0.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Makao īpašās pārvaldes apgabals;0.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Honkongas īpašās pārvaldes apgabals;0.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.13.;Jaunzēlande;0.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.08.20.;Kipra;748.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
